yes,staple,not_vegan,gluten,sweetener,cuisine,flavor,season,flavoring_sweet,flavoring_fresh,flavoring_wet,flavoring_concentrate,flavoring,flavoring_dry,protein,protein_cheese_sub,protein_milk_sub,protein_meat_sub,protein_bean,veg,veg_leafy,grain,grain_flour,fat_oil,oil,fat,fruit,fruit_berry,meal,salad,salad_green,salad_extra,salad_dressing,salad_dressing_oil,salad_dressing_salt,salad_dressing_pepper,salad_dressing_garlic,salad_dressing_vinegar,method,protein_nut_seed,protein_nut,protein_seed,salad_extra_tomato,salad_extra_olive,salad_extra_cheese,salad_extra_crouton,salad_extra_egg,salad_extra_other,redirect,salad_basic,salad_starter,salad_umbrella,umbrella_that_pairs,useful_umbrella,salad_allium,name,pairs_with,phonetic,flavor,techniques,dishes,volume,tip,possible_substitutes,flavor_affinities,nutritional_profile,calories,season,botanical_relatives,protein,what_they_are,brands,vegan_substitutes,vegan_brands
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KALE, BLACK (aka CAVOLO NERO, DINOSAUR KALE, LACINATO KALE, or TUSCAN KALE)","almonds

beans, e.g., borlotti, white

bread crumbs, e.g., whole-wheat

cheese, e.g., Parmesan, pecorino

chestnuts

chili pepper flakes

croutons, whole-grain

garlic

Italian cuisine, esp. Tuscan

lemon juice

millet

mushrooms, e.g., porcini, portobello

oil, olive

pastas, e.g., lasagna

potatoes

risottos

sage

salt

soups

tomatoes

vinegar, red wine",,"Flavor: slightly sweet (and less bitter), with more flavor complexity and a silkier texture than green kale",,,Volume: quieter than regular kale,,,"Flavor Affinities


black kale + almonds + garlic + olive oil

black kale + chili pepper flakes + garlic + lemon + olive oil + pecorino

black kale + garlic + new potatoes + olive oil

black kale + potatoes + sage",,,,,,,,,
,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAMUT,"almonds

apples and apple juice

asparagus

avocado

baked goods, e.g., breads

basil

bay leaf

beans, e.g., kidney, lima

beets

bell peppers, e.g., red, yellow

broccoli and broccoli rabe

butter

buttermilk

cabbage, e.g., savoy

carrots

cashews

celery

celery root

cereals, hot breakfast

cheese, e.g., feta, goat, Parmesan

chervil

chickpeas

chili pepper flakes

chili, vegetarian

chives

cilantro

cinnamon

coriander

cumin

dill

escarole

fennel

fruit, dried, e.g., apricots, cranberries

GARLIC

ginger

grains, other, e.g., barley, quinoa, rice

honey

kefir

lemon, e.g., juice, zest

lentils, e.g., green

lime

lovage

marjoram

mushrooms, e.g., maitake, oyster

mustard, e.g., Dijon

nuts

oil, e.g., avocado, nut, olive

olives, e.g., kalamata

ONIONS, e.g., green, red

oranges

PARSLEY

parsnips

pecans

pepper, black

PILAFS

pizzas

pomegranates

raisins

rice, e.g., wild

risottos

sage

SALADS, e.g., grain, green, tomato, vegetable

salt, sea

scallions

SOUPS, e.g., minestrone

soy sauce

spinach

squash, e.g., winter, e.g., acorn

stews

stock, e.g., vegetable

stuffings

sugar snap peas

tabbouleh

thyme

tomatoes, tomato paste, and tomato puree

tomatoes, sun-dried

vanilla

vegetables, root

veggie burgers

vinegar, e.g., balsamic, brown rice, cider, wine

watercress

yogurt",[kah-MOOT],"Flavor: slightly sweet, with rich notes of butter and/or nuts, and a rich, chewy texture","Techniques: pressure-cook, slow cook, steam","Dishes


Winter Squash Kamut Risotto: Grilled Maitake Mushrooms, Cashew Cream, Fresh Shelling Beans, Roasted Blue Banana Squash, Braised Fennel and Leek, Fall Greens, Fried Capers, Lemon Zest, Porcini Oil, and Squash Tempura

—Millennium (San Francisco)",Volume: quiet–moderate,,,"Flavor Affinities


kamut + apples + pecans + vanilla

kamut + dried cranberries + winter squash

kamut + kidney beans + mushrooms",Nutritional profile: 79% carbs / 16% protein / 5% fats,Calories: 250 per 1-cup serving (cooked),,"Botanical relatives: barley, corn, rye, spelt, triticale, wheat",Protein: 11 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANTEN,"apples and APPLE JUICE

berries, e.g., blueberries, raspberries, strawberries

cherries and cherry juice

citrus, e.g., grapefruit, lemon

cranberries and cranberry juice

mangoes and mango juice

melons and melon juice

oranges, e.g., mandarins, and orange juice

peaches and peach juice

pears and pear juice

pomegranates and pomegranate juice

yuzu and yuzu juice",,,,,,Tips: Try substituting ginger or green tea for fruit juice. Serve with cashew cream or whipped cream and/or fruit. Vary kanten by the season: autumn: cranberries + pears winter: adzuki beans + chestnuts spring: berries + lemon summer: apples + peaches,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KASHA (aka TOASTED BUCKWHEAT GROATS; see also BUCKWHEAT),"apples

beans, green

beets

bell peppers

cabbage

carrots

casseroles

cauliflower

celery

chickpeas

chili pepper paste

corn

croquettes

cucumbers

dates

DILL

Eastern European cuisines

eggs, e.g., hard-boiled and grated

garlic

gravies, e.g., mushroom

jícama

kale

leeks

lemon, e.g., juice

lentils, e.g., red

mint

MUSHROOMS, e.g., portobello, shiitake

oil, e.g., olive, vegetable

onions

oranges

peas, split

parsley

PASTA, whole-grain, e.g., FARFALLE

pepper, black

pilafs

pistachios

rice, brown

Russian cuisine

salads, e.g., corn, grain

salt, sea

scallions

SOUPS, e.g., beet, cabbage, lentil, mushroom, split pea, vegetable

soy sauce

spinach

squash, acorn

stews

stock, vegetable

stuffed vegetables, e.g., cabbage, squash, tomatoes

stuffings

sunflower seeds

tofu

tomatoes

varnishkes, i.e., kasha + farfalle

vegetables, root

veggie burgers

vinegar, e.g., balsamic

walnuts

watercress

yogurt and frozen yogurt (e.g., as a topping)

zucchini",,"Flavor: slightly bitter, with earthy notes of nuts and toast, and a crunchy texture",,"Dishes


The Butcher’s Burger: Kasha Portobello Burger, Cashew Cheddar Cheese, Bibb Lettuce, Heirloom Tomatoes, Pickles and Special Sauce, served with Roasted Potato Wedges and Housemade Ketchup

—The Butcher’s Daughter (New York City)",Volume: loud,,,"Flavor Affinities


kasha + dates + pistachios

kasha + dill + mushrooms

kasha + gravy + mushrooms + onions

kasha + onions + pasta + watercress",Nutritional profile: 82% carbs / 12% protein / 6% fat,Calories: 155 per 1-cup serving (cooked),,,Protein: 6 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOHLRABI,"almonds

anise

apples

basil

beans

blueberries

broccoli

butter

cabbage, e.g., napa

caraway seeds

carrots

casseroles

cayenne

celery

celery root

CHEESE, e.g., blue, feta, goat, Gouda, Parmesan, ricotta, Swiss

chervil

chiles

(Southern) Chinese cuisine

chives

corn

couscous

cream

crudités

cucumbers

cumin

curry powder and curry spices

daikon

DILL

(Northern) European cuisines

fennel

garlic

German cuisine

ginger

gratins

greens, e.g., mustard

horseradish

Hungarian cuisine

Indian cuisine

leeks

lemon, e.g., juice, zest

lentils, e.g., red

lettuces, e.g., romaine

maple syrup

marjoram

mayonnaise

melon, esp. muskmelon

mint

mushrooms

mustard, e.g., Dijon, and mustard seeds

nutmeg

oil, e.g., grapeseed, mustard, olive, peanut, sesame

onions, e.g., green, spring, Vidalia

paprika

parsley

peas

pies

potatoes

purees

radishes

rémoulades

risottos

rosemary

salad dressings

SALADS, e.g., grain, green, vegetable

salt, e.g., sea

sauces

sesame, e.g., oil, seeds

shallots

slaws

soups

sour cream

soy sauce

spring rolls

stews

stir-fries

stock, vegetable

sugar, e.g., brown

tarragon

thyme and lemon thyme

tomatoes

turmeric

turnips

vegetables, root

VINEGAR, e.g., balsamic, fruit, red wine, rice wine, white wine

za’atar",,"Flavor: slightly sweet, with notes of broccoli, cabbage, cauliflower, cucumber, mustard, radish, turnip, and/or water chestnut; and a crisp, crunchy, juicy texture","Techniques: boil (20–30 minutes), braise, glaze, grate, grill, parboil, puree, raw, roast, sauté, steam (about 30–45 minutes), stew, stir-fry, stuff","Dishes


Kohlrabi Salad with Fennel, Evalon [semi-firm goat cheese], Toasted Almonds, Roasted Shiitakes, Pears and Ginger Dressing

—Girl & the Goat (Chicago)



“Purple” Kohlrabi braised with a broth of its roasted leaves, Wild Rice, Ricotta, Dill

—Oxheart (Houston)",Volume: quieter (esp. when younger)–louder (esp. when older),,,"Flavor Affinities


kohlrabi + apples + lemon + mustard + slaws

kohlrabi + basil + mushrooms

kohlrabi + celery root + nutmeg + onions + potatoes

kohlrabi + chili pepper flakes + mustard

kohlrabi + chives + lemon

kohlrabi + cream + German cuisine + nutmeg

kohlrabi + dill + feta cheese + Greek cuisine

kohlrabi + dill + horseradish + lemon juice + sour cream

kohlrabi + garlic + Parmesan cheese + parsley + risotto

kohlrabi + garlic + soy sauce

kohlrabi + paprika + sour cream

kohlrabi + sesame seeds + soy sauce",Nutritional profile: 82% carbs / 15% protein / 3% fats,Calories: 40 per 1-cup serving (raw),Season: summer–autumn,"Botanical relatives: other cruciferous vegetables, e.g., broccoli, Brussels sprouts, cabbage, cauliflower, collard greens, kale",Protein: 2 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOMBU,"BEANS, e.g., adzuki, cannellini, dried, lima

carrots

cilantro

cream

daikon

DASHI

dips

eggplant

garlic

ginger

grains

JAPANESE CUISINE

kale

legumes

lemon

macrobiotic cuisine

millet

mirin

miso

MUSHROOMS, e.g., dried, oyster (e.g., smoked), shiitake

noodles, e.g., soba, udon

nori

oil, e.g., chili, sesame

onions

pumpkin seeds

radishes

rice, e.g., brown

sage

salads

sauces, esp. dipping sauces

scallions

sea vegetables, e.g., dulse, wakame

SOUPS, e.g., bean, onion

soy sauce

squash, e.g., kambocha

stews, e.g., root vegetable

STOCKS, e.g., Japanese, soup

tamari

thyme

tofu

vegetables, esp. root

vinegar, brown rice

wakame",,"Flavor: slightly sweet/umami, with notes of the sea","Techniques: deep-fry, pickle, roast, simmer, stew",,Volume: moderate–loud,Tips: Kombu breaks down indigestible sugars in beans. Soak and chop kombu before adding to salads and vegetable dishes. Use kombu and water to make vegetarian dashi (shojin dashi). Kombu adds richness to soup stocks.,,"Flavor Affinities


kombu + carrots + kale + miso + shiitake mushrooms

kombu + ginger + shiitake mushrooms

kombu + miso + onions + shiitake mushrooms

kombu + miso + shiitake mushrooms + tofu + wakame",,,,,,,,,
,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOREAN CUISINE,"bean paste

CHILES and chili pepper flakes, chili paste, and chili powder

garlic

ginger

grilled dishes

kimchi

mustard

noodles, Asian, e.g., buckwheat

RICE, e.g., short- to medium-grain

scallions

sesame, e.g., oil, seeds

soups (served very hot)

soy bean paste

SOY SAUCE

sprouts, mung bean

stews (served very hot)

sugar

tofu

vegetables, e.g., cold/raw, pickled (e.g., kimchi), warm/steamed

vinegar

wine",,,,,,,,"Flavor Affinities


CHILI PEPPER PASTE + SOY SAUCE + SOYBEAN PASTE",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KUZU (aka KUDZU ROOT),"bay leaf

breadings

Chinese cuisine

dashi

desserts, e.g., kanten, puddings

gelled dishes

ginger

grains

gravies

Japanese cuisine

lemon

macrobiotic cuisine

maple

mirin

noodles, e.g., Asian

oil, sesame

onions

parsley

peaches

pears

pie fillings, e.g., fruit

plums

puddings

radishes

rice

SAUCES

scallions

sesame, e.g., seeds

shiso

soups

soy sauce

stews

stock, mushroom, e.g., shiitake

tamari

umeboshi plum",,Flavor: neutral,,,Volume: very quiet,Tip: Dissolve kuzu in a little cold water before adding to other ingredients.,Possible substitute: arrowroot,"Flavor Affinities


kuzu + bay leaf + mushroom stock + onion + sesame oil + soy sauce

kuzu + gravies + sesame seeds + tamari",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,"LAMB’S LETTUCE (see LETTUCE, LAMB’S)",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LAMB’S-QUARTER (aka QUELITE or WILD SPINACH; see also tips for GREENS, AMARANTH; and SPINACH)","almonds

asparagus

avocado

beans, e.g., Anasazi, pinto

casseroles

cayenne

celery root

cheese, e.g., goat, Monterey Jack, Muenster, Parmesan

chiles, e.g., jalapeño

chili paste

chives

cilantro

cream

crema, Mexican

eggs, e.g., omelets, quiches, scrambled

freekeh

GARLIC

herbs

leeks

lemon

miso, esp. light

mushrooms, e.g., morel

mustard, e.g., Dijon

nutmeg

nuts

oil, e.g., nut, olive, sesame

olives, e.g., kalamata

onions

orange

pastas

pea shoots

peas

pestos

potatoes

pumpkin

purees

SALADS

sauces

scallions

soups

sour cream

squash, e.g., butternut

stews

stir-fries

tomatoes

tortillas, e.g., corn

vegetables, milder

vinaigrette

walnuts",,"Flavor: notes of asparagus, nuts (peanuts, walnuts), and/or spinach, with a soft texture","Techniques: bake, sauté, steam (better cooked than raw)",,Volume: moderate–loud,"Tips: Put in boiling water (never cold water, which sets the bitterness). Cooking brings out its nuttiness. Combine with miso or other, milder vegetables to quiet its flavor.","Possible substitutes: amaranth greens, spinach","Flavor Affinities


lamb’s-quarter + chipotle chiles + cilantro + garlic + tomatoes + tortillas

lamb’s-quarter + eggs + mushrooms + potatoes

lamb’s-quarter + garlic + olive oil",Nutritional profile: 58% carbs / 24% protein / 18% fats,"Calories: 60 per 1-cup serving (chopped, boiled)",Season: summer,"Botanical relatives: chard, epazote, spinach",Protein: 6 grams,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAND CRESS (aka GARDEN CRESS; see also WATERCRESS),"beets

butter

carrots

cauliflower

celery

dashi

eggs, e.g., hard-boiled

endive

lemon, e.g., juice

Mediterranean cuisines

noodles, Asian, e.g., somen

peas

pizzas

potatoes

sake

SALADS, e.g., green, vegetable

sandwiches

soups, e.g., creamy, potato

soy sauce

spinach

vinegar",,"Flavor: mild (esp. in winter) to hot (esp. in summer), with notes of arugula, horseradish, mustard, pepper, and/or watercress, and a crunchy texture","Techniques: cooked, raw",,Volume: quiet–loud,,Possible substitute: watercress,,Nutritional profile: 62% carbs / 20% protein / 18% fats,Calories: 20 per 1-cup serving (raw),,,Protein: 1 gram,,,,
y,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAVENDER,"apricots

arugula

BAKED GOODS, e.g., biscotti, cakes, cookies, scones, shortbread

basil

BERRIES, e.g., blackberries, blueberries, raspberries, strawberries

butter

candies

caraway seeds

carrots

cheese, e.g., blue, fromage blanc, goat, Gorgonzola

cherries

cinnamon

citrus, e.g., juice

coconut

corn

cream, crème fraîche, and ice cream

custards

desserts

drinks, e.g., lemonade

figs

French cuisine, esp. Provençal

fruit and fruit preserves

guava

herbes de Provence

HONEY

ICE CREAMS

LEMON, e.g., zest

lemonades

mangoes

mayonnaise

Mediterranean cuisines

mint

nectarines

oil, e.g., nut, olive, walnut

oranges

peaches

plums

potatoes

pumpkin seeds

rhubarb

rice

rosemary

saffron

salad dressings

salads, e.g., fruit

sauces

savory

soups

stews

sugar, e.g., powdered

syrups

teas, herbal

thyme

tofu

vanilla

vinegar, e.g., white wine

walnuts

watercress

yogurt",,"Flavor: bitter/sour/sweet; very aromatic, with pungent notes of flowers, herbs, lemon, and/or woods","Techniques: fresh, cook, infuse",,Volume: loud,,Possible substitute: caraway seeds,"Flavor Affinities


lavender + butter + rosemary

lavender + blue cheese + figs + honey",,,,"Botanical relatives: basil, marjoram, mint, oregano, rosemary, sage, summer savory, thyme",,,,,
y,y,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEGUMES (see also specific BEANS, CHICKPEAS, LENTILS, PEANUTS, PEAS, and SOYBEANS)","There are three major categories of legumes:

pulses, including chickpeas, lentils, dried beans, dried peas

fresh beans and fresh peas

peanuts and soybeans",,,,,,Tip: Many chefs are experimenting with smoking legumes to enhance their “meatiness.”,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMON THYME,"asparagus

basil

bay leaf

beets

beverages

carrots

chives

eggs

fennel

figs

fruits

ginger

mint

mushrooms

orange

parsley

potatoes

rice

salad dressings

salads, e.g., fruit, green

sauces

spinach

stuffings

tofu

turnips

vegetables, esp. spring",,"Flavor: sour, with notes of flowers, lemon, and thyme",,,Volume: quieter–louder,Tip: Lemon thyme is quieter than regular thyme.,,,,,,,,,,,
y,,,,,,,,,y,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMON VERBENA,"almonds

apricots

baked goods, e.g., cakes, shortbread

berries, e.g., blueberries, raspberries, strawberries

beverages, e.g., fruity, iced teas, lassis

cherries

compotes

custards, flans, and panna cottas

desserts

European cuisines

fruits

honey

ice creams

lemon, e.g., juice

lime, e.g., juice

marinades

mayonnaise

mint

mushrooms

nectarines

peaches

puddings

raspberries

salads, e.g., fruit, green

sauces, e.g., crème anglaise

sorbets

strawberries

sugar

tamarind

teas, e.g., green, herbal

vanilla

waters, mineral

zucchini",,"Flavor: sour, with notes of flowers, fruit (e.g., lemon, lime), and/or herbs",,,Volume: loud,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMONGRASS,"Asian cuisines

bamboo shoots

basil, Thai

Cambodian cuisine

carrots

chiles, e.g., fresh, green, red

chili paste

cilantro

coconut and COCONUT MILK

coriander

corn

CURRIES, esp. Thai

desserts

eggplant

galangal

garlic

ginger

grains

Indonesian cuisine

Kaffir lime leaf

lemon, e.g., juice, zest

lime, e.g., juice, zest

lotus root

Malaysian cuisine

mushrooms, e.g., shiitake

noodle dishes

oil, sesame

onions, e.g., yellow

pho, vegetarian

pineapple

rice, e.g., brown

salad dressings

salads, e.g., tomato

sauces

scallions

shallots

SOUPS, e.g., Asian or fruit

SOUTHEAST ASIAN CUISINES

soy sauce

stews

stir-fries

stocks, vegetable

sugar, e.g., palm

tamari

tamarind

teas

THAI CUISINE

tofu

tomatoes

turmeric

VIETNAMESE CUISINE

vinegar, rice

yogurt",,"Flavor: sour/sweet, with notes of citrus (e.g., lemon or lemon zest) and/or flowers","Techniques: puree, simmer",,Volume: quiet–moderate/loud,"Tips: Use fresh. Remove whole stalks after cooking and before serving. Otherwise, puree or slice these fibrous stalks very, very thinly.",Possible substitute: lemon zest,"Flavor Affinities


lemongrass + chiles + garlic + ginger + shallots

lemongrass + coconut + lime + pineapple + yogurt

lemongrass + coconut + lychee + mango + mint + papaya + pineapple + salads

lemongrass + coconut milk + palm sugar

lemongrass + garlic + ginger",,,,,,,,,
y,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LEMONS, PRESERVED","apricots, e.g., dried, fresh

arugula

barley, e.g., pearl

beans, e.g., green, white

bell peppers, e.g., green, red

cardamom

carrots

chickpeas

chiles, e.g., red

cinnamon

cloves

couscous, e.g., Israeli

cucumbers

eggplant

fennel

garlic

ginger

grains

legumes, e.g., chickpeas, lentils

lemon, fresh, e.g., juice

lentils

mint

MOROCCAN CUISINE

nigella seeds

olives, e.g., black, green

onions

parsley

pastas

pine nuts

potatoes

relishes

rice

risottos

saffron

salad dressings

salads, e.g., green, pasta, potato

soups, e.g., lentil

spinach

squash, e.g., butternut

stews

stock, vegetable

tagines, e.g., root vegetable

tofu, e.g., extra-firm

tomatoes

turnips",,"Flavor: salty/sour/umami, with citrus notes",,,Volume: moderate–loud,Tip: Either blanch in boiling water for a few seconds or rinse to quiet the flavor.,,"Flavor Affinities


preserved lemons + black olives + garlic + parsley

preserved lemons + butternut squash + chickpeas

preserved lemons + carrots + cumin + salads

preserved lemons + fennel + green olives",,,,,,,,,
y,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, BLACK (aka BELUGA)","bay leaf

bell peppers

bread crumbs

butter

carrots

celery

cilantro

coriander

cream

cumin

dill

eggplant

Indian cuisine, esp. northern

Middle Eastern cuisines

oil, olive

onions

pasta

purslane

rice

SALADS, e.g., lentil, vegetable

soups, e.g., lentil, winter

South Asian cuisines

stock, e.g., vegetable

stuffed bell peppers or stuffed eggplant

sweet potatoes

thyme

vegetables

walnuts

wine, e.g., red

yogurt",,"Flavor: earthy notes of nuts, with a chewy yet soft texture","Techniques: boil, braise","Dishes


Carrots Cooked Shawarma Style, Black Lentils, Green Garbanzos, Tomato Olive Stew, Green Harissa

—Vedge (Philadelphia)",Volume: quiet–moderate,Tip: Black lentils hold their shape when cooked.,,,,,,,,,,,
y,y,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, BROWN","avocados

bell peppers

celery seeds

couscous

dals

eggplant

loaves

oil, olive

onions

pâtés

patties

purees

rice

salads

scallions

SOUPS, e.g., winter

South Asian cuisines

soy sauce

stews

stuffed vegetables, e.g., bell peppers, eggplant

tamari

veggie burgers

walnuts",,"Flavor: earthy notes of nuts and/or pepper, with a soft texture (when cooked)","Techniques: boil, mash, puree, simmer",,Volume: moderate–loud,Tip: Use when a soft (or even mushy) texture is desired.,,"Flavor Affinities


brown lentils + olive oil + onions + scallions + tamari + walnuts",,,,,,,,,
y,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, CHICKPEA",,,,,,,,,,,,,,,,,,
y,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, FRENCH","bay leaf

beer

bell peppers, e.g., red, yellow

carrots

cayenne

celery

celery root

chard

cheese, e.g., feta, goat, ricotta salata

chili pepper flakes

cilantro

couscous

croutons, whole-grain

cumin

dals

French cuisine

garlic

gravies

kale

leeks

lemon, e.g., juice

mint

mustard, e.g., Dijon

oil, olive

ONIONS, e.g., red, Spanish, yellow

paprika

parsley

pastas

pepper, black

radishes

rice, long-grain white

rosemary

sage

SALADS, e.g., lentil

sauces

SOUPS, e.g., lentil, minestrone, winter

South Asian cuisines

stuffed vegetables, e.g., bell peppers, eggplant

tarragon

thyme

tomatoes and tomato paste

vinegar, e.g., balsamic, red wine, sherry

wine, e.g., dry red

yogurt",,"Flavor: slightly sweet, with earthy notes of nuts and/or pepper, and a firm, chewy texture","Techniques: braise, marinate",,Volume: quiet–moderate,Tip: Use French green lentils when you want lentils that will hold their shape.,,"Flavor Affinities


French lentils + carrots + celery + onions

French lentils + cumin + lemon

French lentils + garlic + greens

French lentils + garlic + lemon + mint + olive oil + spinach

French lentils + mustard + vinegar

French lentils + tarragon + thyme",,,,,,,,,
y,y,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, GREEN","baked dishes

bay leaf

beets

bell peppers, red, e.g., roasted

carrots

celery

chard, Swiss

cheese, e.g., feta, goat, ricotta salata

chili pepper flakes

cilantro

coriander

cucumbers

cumin

curries

curry powder

dals

dill

eggs, hard-boiled

garlic

grains

greens

Indian cuisine

leeks

lemon, e.g., juice

Middle Eastern cuisines

mint

mushrooms, shiitake

mustard

nettles

North American cuisines

oil, e.g., olive, sunflower

olives, e.g., kalamata

onions

parsley

pasta

pâtés

pepper, e.g., black

rice, e.g., brown

SALADS, e.g., green, lentil

salt, sea

scallions

sorrel

SOUPS, e.g., lentil

South American cuisines

spinach

stews

stock, vegetable

tarragon

thyme

tomatoes

turmeric

yogurt

zucchini",,"Flavor: earthy notes of meat and/or nuts, with a firm texture",Techniques: simmer,"Dishes


Green Lentil Velouté, Piquillo Pepper Harissa, Caramelized Pearl Onion, Root Vegetables, Tatsoi Salad

—DANIEL (New York City)



Flourish Vegetable Pot Pie: Lentil Simmer with Spinach and Broccoli

—Flourish Baking Company (Scarsdale, NY)",Volume: moderate–loud (for lentils),"Tip: These are good in salads, as they keep their firm texture.",,"Flavor Affinities


green lentils + goat cheese + mint + salads",,,,,,,,,
y,,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, RED","asafoetida powder

arugula

avocado

basil

bay leaf

beets

bell peppers, e.g., green or red

bread, e.g., pita

broccoli

bulgur

burdock

cardamom

CARROTS

cashews, e.g., raw

cauliflower

cayenne

celery

chard, e.g., feta, Swiss

chickpeas

CHILES, e.g., Indian, jalapeño, serrano, Thai; and chili pepper flakes / chili powder

CILANTRO

cinnamon

coconut milk

coriander

corn

croquettes

cucumbers

CUMIN

CURRY LEAVES, PASTE, or POWDER, and CURRIES

dals

dill

eggplant

fennel seeds

fenugreek seeds

GARLIC

ghee

ginger

greens, e.g., amaranth, mustard

hummus

INDIAN CUISINE

Italian cuisine

kibbe

kombu

Lebanese cuisine

leeks

LEMON, e.g., juice, zest

lettuce, e.g., romaine

lime, e.g., juice

loaves

mango

marjoram

milk, coconut

mint

miso

mushrooms

MUSTARD, e.g., Dijon, mustard powder, and mustard seeds

OIL, canola, OLIVE, sesame

olives, e.g., black

ONIONS, e.g., red, white, yellow

orange

oregano

paprika, e.g., sweet

PARSLEY

pasta, e.g., fettuccine, orecchiette

pâtés, vegetarian, e.g., lentil, nut

patties

pepper, black

pilafs

pistachios

pomegranates and pomegranate molasses

potatoes, e.g., red, sweet, white

purees

RICE, e.g., basmati, black, brown

rosemary

salads

salt, sea

sauces, e.g., “Bolognese”

scallions

seeds, sunflower

shallots

SOUPS, e.g., harira, lentil, Mulligatawny, pureed, winter

spinach

spreads

squash, winter, e.g., butternut

stews

STOCK, vegetable

sweet potatoes

tamarind

thyme

TOMATOES and TOMATO PASTE

turmeric

veggie burgers

vinegar, e.g., cider, umeboshi, wine

wheat berries

wine, e.g., white

yogurt",,"Flavor: slightly sweet, with earthy notes of split peas, and a soft, mushy texture when cooked","Techniques: boil, puree, simmer, stew","Dishes


Crimson Lentil Croquettes, Mango Chutney, Scallion, Mint, Cilantro

—Green Zebra (Chicago)



Red Lentil Ravioli with Apple-Fennel Tempeh, Golden Beets, and Apple White Wine Sauce

—Plum Bistro (Seattle)",Volume: quiet–moderate,"Tip: Red lentils cook quickly, even without presoaking.",,"Flavor Affinities


red lentils + avocado + cilantro + lemon

red lentils + brown rice + scallions

red lentils + carrots + celery + garlic + parsley + pasta + tomatoes

red lentils + carrots + leeks

red lentils + cilantro + curry powder + yogurt

red lentils + cinnamon + coriander + cumin

red lentils + coconut + garlic + ginger

red lentils + coriander + cumin

red lentils + garlic + onions

red lentils + lemon + pasta + rosemary",,,,,,,,,
y,y,,,,,,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LENTILS, YELLOW","asafoetida powder

chili powder

cumin

dals

Indian cuisine

oil, e.g., canola

onions

rice, e.g., basmati

salt

turmeric",,Flavor: creamy in texture,,,Volume: quiet–moderate,,,,,,,,,,,,
